,index,sample,batch,condition,variable,cell,direction,ilum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
176,Voltage (V)_a_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),a,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
177,Current Density(mA/cm2)_a_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),a,Reverse,Light,30.00294,30.00291,30.00292,30.00292,30.00292,29.07646,23.94566,18.99534,14.28207,9.831894,5.741038,1.812499,-1.786384,-5.044771,-7.9352,-10.63306,-12.94865,-14.90745,-16.53085,-17.81905,-18.81028,-19.53574,-20.06477,-20.43993,-20.72296,-20.92105,-21.05078,-21.14579,-21.21657,-21.27257,-21.30233,-21.33367,-21.36194,-21.37961,-21.39605,-21.40241,-21.41404,-21.42569,-21.44079,-21.43639,-21.44252,-21.44667,-21.4492,-21.47134,-21.46701,-21.47591,-21.48624,-21.49089,-21.49945,-21.48361,-21.48913,-21.51636,-21.50556,-21.50977,-21.50735,-21.51018,-21.52412,-21.51084,-21.51464,-21.52659,-21.53448,-21.53523,-21.52896,-21.53616,-21.53802,-21.53813,-21.54049,-21.54887,-21.55513,-21.56065,-21.55442,-21.55605,-21.56286,-21.56309,-21.57049,-21.57084
178,Voltage (V)_a_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),a,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
179,Current Density(mA/cm2)_a_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),a,Forward,Light,30.00293,30.00292,30.00291,30.00286,30.00291,29.63504,24.14323,19.11883,14.55002,10.36797,6.49615,3.080132,0.190298,-2.384081,-5.139409,-7.185938,-9.46025,-11.58076,-13.5061,-15.17728,-16.59676,-17.7788,-18.70856,-19.4226,-19.94349,-20.3208,-20.5802,-20.77039,-20.92104,-21.03129,-21.10161,-21.16626,-21.21039,-21.25635,-21.28769,-21.30727,-21.34101,-21.3599,-21.37308,-21.39687,-21.40013,-21.41496,-21.42776,-21.43179,-21.4489,-21.45616,-21.46394,-21.46929,-21.47748,-21.47378,-21.48258,-21.49257,-21.49318,-21.50264,-21.50771,-21.51616,-21.5189,-21.51596,-21.52436,-21.53022,-21.52931,-21.52339,-21.5277,-21.53194,-21.54154,-21.54138,-21.5443,-21.54955,-21.55336,-21.55262,-21.54719,-21.5454,-21.55704,-21.56441,-21.5691,-21.56681
180,Voltage (V)_b_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),b,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
181,Current Density(mA/cm2)_b_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),b,Reverse,Light,30.00288,30.00291,30.00286,30.00286,30.00287,30.00291,30.00291,30.00291,30.00291,30.00289,30.00289,30.00289,30.00285,30.00291,30.00289,30.00284,30.00289,30.00289,30.0029,30.00289,30.00288,30.00286,27.35861,23.71235,20.56977,17.87771,15.36213,13.07505,10.98316,9.109369,7.368988,5.959893,4.27079,2.77807,1.500764,0.3423496,-0.7390675,-2.036341,-3.198861,-4.31277,-5.348741,-6.370156,-7.272944,-8.187881,-9.088444,-9.915375,-10.70841,-11.46154,-12.16113,-12.86395,-13.52936,-14.15614,-14.76496,-15.32416,-15.87389,-16.42098,-16.94257,-17.46109,-17.93128,-18.39628,-18.83876,-19.26007,-19.67033,-20.04621,-20.4357,-20.80682,-21.1723,-21.53341,-21.89548,-22.2744,-22.66148,-23.06107,-23.46852,-23.87971,-24.33129,-24.79771
182,Voltage (V)_b_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),b,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
183,Current Density(mA/cm2)_b_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),b,Forward,Light,30.003,30.00289,30.00294,30.00291,30.00287,30.0029,30.00287,30.00294,30.0029,30.00288,30.00291,30.0029,30.00289,30.00296,30.00284,30.00289,30.00283,30.00289,30.00282,30.00288,30.00288,30.00288,28.44957,25.80822,23.28371,20.74064,18.37233,16.12677,14.04154,12.10501,10.39714,8.554081,6.862112,5.662139,4.145736,2.666597,1.263353,0.1476723,-0.9307731,-2.147404,-3.381736,-4.613503,-5.869439,-6.868119,-7.919719,-8.970044,-9.981219,-10.90981,-11.72729,-12.50113,-13.2549,-13.93803,-14.55827,-15.1673,-15.74978,-16.28756,-16.81727,-17.32718,-17.80602,-18.28225,-18.73555,-19.16221,-19.58885,-19.99822,-20.38689,-20.76627,-21.14561,-21.52153,-21.89672,-22.28014,-22.67251,-23.07752,-23.47809,-23.9075,-24.34449,-24.78969
184,Voltage (V)_c_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),c,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
185,Current Density(mA/cm2)_c_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),c,Reverse,Light,30.00298,30.00296,30.00297,30.00294,30.00293,30.00295,30.00289,27.00962,20.74986,14.74996,9.091481,3.834099,-1.053472,-5.443472,-9.27425,-12.54203,-15.1754,-17.19064,-18.63351,-19.60721,-20.25144,-20.65096,-20.89917,-21.06406,-21.16975,-21.23992,-21.30006,-21.34002,-21.38601,-21.39774,-21.42042,-21.42916,-21.45666,-21.47852,-21.48789,-21.48214,-21.493,-21.50982,-21.5276,-21.51841,-21.536,-21.53889,-21.54083,-21.54348,-21.54529,-21.55033,-21.56837,-21.55228,-21.56269,-21.56292,-21.56574,-21.56231,-21.56192,-21.56903,-21.58732,-21.58801,-21.59062,-21.58813,-21.59328,-21.60053,-21.60679,-21.59677,-21.59862,-21.59968,-21.6055,-21.60741,-21.61797,-21.60937,-21.62659,-21.62613,-21.62491,-21.63289,-21.62767,-21.62986,-21.64521,-21.63062
186,Voltage (V)_c_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),c,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
187,Current Density(mA/cm2)_c_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),c,Forward,Light,30.00288,30.00286,30.00284,30.00287,30.00286,30.00286,30.00288,25.50822,19.55719,13.92688,8.6678,3.788247,-0.677235,-4.752283,-8.190875,-11.27431,-13.79869,-15.84431,-17.43041,-18.60323,-19.43279,-20.01296,-20.37951,-20.64595,-20.81923,-20.96449,-21.05826,-21.13219,-21.19144,-21.23876,-21.28597,-21.31357,-21.35134,-21.37623,-21.38875,-21.41382,-21.42901,-21.45593,-21.46694,-21.47317,-21.48196,-21.4911,-21.49868,-21.51902,-21.51613,-21.53115,-21.53441,-21.54725,-21.55206,-21.55613,-21.56626,-21.57613,-21.58006,-21.58499,-21.58791,-21.58825,-21.58939,-21.59322,-21.59616,-21.59875,-21.59701,-21.59597,-21.59786,-21.60924,-21.60532,-21.60585,-21.61411,-21.62412,-21.62079,-21.63328,-21.61423,-21.61975,-21.63249,-21.62942,-21.62385,-21.61897
188,Voltage (V)_d_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),d,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
189,Current Density(mA/cm2)_d_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),d,Reverse,Light,30.00291,30.00286,30.00288,30.00291,30.00286,30.00285,30.00288,30.00288,30.00284,30.00291,30.00289,29.94882,25.30267,21.28575,17.74154,14.62969,11.81951,9.270844,6.964181,5.272678,3.109974,1.228301,-0.07964675,-1.331438,-3.149929,-4.757704,-6.249519,-7.35305,-8.763837,-10.08485,-11.32802,-12.43052,-13.44149,-14.3294,-15.24131,-16.02856,-16.66296,-17.24439,-17.72501,-18.07769,-18.40905,-18.67791,-18.88379,-19.06929,-19.25151,-19.39239,-19.54972,-19.68949,-19.83651,-19.93049,-20.02929,-20.13437,-20.26306,-20.37009,-20.47677,-20.57297,-20.67866,-20.76239,-20.86353,-20.93551,-21.03934,-21.10026,-21.17986,-21.26044,-21.34604,-21.43241,-21.49299,-21.58187,-21.67271,-21.72833,-21.81314,-21.90701,-22.00194,-22.06881,-22.17094,-22.24653
190,Voltage (V)_d_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),d,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
191,Current Density(mA/cm2)_d_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),d,Forward,Light,30.00297,30.00294,30.00291,30.00297,30.00299,30.003,30.0029,30.00291,30.00291,30.00292,30.00289,30.00286,30.00289,30.00289,28.45259,25.4025,22.47895,19.63737,17.16344,14.7293,12.41166,10.12078,7.944719,6.449569,4.592918,2.751308,0.8738256,-0.1635495,-1.162418,-2.643481,-4.112064,-5.75601,-6.838787,-8.264856,-9.711531,-11.19614,-12.58015,-13.91335,-15.10738,-16.05924,-16.90038,-17.56587,-18.06199,-18.4735,-18.79314,-19.01839,-19.21009,-19.37309,-19.5853,-19.73816,-19.87572,-20.02705,-20.15887,-20.26374,-20.37787,-20.48172,-20.58161,-20.68773,-20.79847,-20.87882,-20.98953,-21.08261,-21.16527,-21.24376,-21.33586,-21.42314,-21.49319,-21.59679,-21.65986,-21.74946,-21.84022,-21.90706,-21.98667,-22.07901,-22.15857,-22.25522
192,Voltage (V)_e_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),e,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
193,Current Density(mA/cm2)_e_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),e,Reverse,Light,30.00292,30.00292,30.00291,30.00294,30.00294,30.0029,30.00287,30.00291,30.00291,30.00288,30.0029,30.00286,30.00289,30.00289,30.00283,30.00289,30.00292,30.00286,30.00289,30.00285,30.00289,30.00289,30.00286,30.00283,30.00287,30.00289,30.00287,30.00286,30.00285,30.00279,30.00289,30.00284,30.00287,30.00288,30.00284,30.00288,30.00281,30.00279,30.00285,30.00284,30.00285,30.00282,30.00287,30.00277,30.00284,30.00279,30.00283,30.00282,30.00282,30.00277,30.00279,30.00276,30.00284,30.00276,29.88974,26.03831,22.20988,18.41127,14.63032,10.86629,7.116169,3.394494,-0.3344709,-4.042085,-7.739331,-11.43257,-15.13659,-18.82204,-22.508,-26.19091,-29.88756,-29.99659,-29.99658,-29.99661,-29.99667,-29.99665
194,Voltage (V)_e_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),e,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
195,Current Density(mA/cm2)_e_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),e,Forward,Light,30.00296,30.00297,30.00292,30.00291,30.00295,30.003,30.00295,30.00295,30.00295,30.00293,30.00293,30.00289,30.00292,30.00294,30.00292,30.00292,30.00292,30.00291,30.0029,30.00293,30.0029,30.00289,30.00291,30.00287,30.00289,30.00292,30.00291,30.00291,30.00287,30.00291,30.00287,30.00287,30.00289,30.00282,30.00287,30.00285,30.00288,30.00279,30.00286,30.00285,30.00286,30.00282,30.00284,30.00281,30.0028,30.00283,30.00277,30.00277,30.00278,30.00277,30.00279,30.00277,30.00276,30.00278,29.87777,26.01906,22.20283,18.38927,14.61949,10.84936,7.110888,3.380811,-0.340319,-4.048563,-7.747456,-11.46018,-15.14028,-18.82637,-22.50913,-26.20249,-29.8966,-29.9966,-29.99656,-29.9966,-29.99664,-29.99666
196,Voltage (V)_f_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),f,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
197,Current Density(mA/cm2)_f_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),f,Reverse,Light,30.00297,30.003,30.00299,30.00304,30.00296,29.49701,24.60995,19.92019,15.49996,11.38097,7.616131,4.389719,1.267103,-1.470486,-3.88075,-5.929702,-7.528731,-9.179269,-10.60669,-11.86497,-12.95664,-13.94681,-14.9588,-15.85083,-16.66322,-17.39389,-17.99482,-18.51331,-19.00601,-19.37827,-19.67036,-19.91583,-20.08441,-20.22846,-20.34094,-20.45788,-20.52698,-20.59012,-20.64761,-20.69548,-20.71902,-20.76971,-20.78697,-20.82506,-20.86884,-20.89966,-20.91736,-20.94426,-20.96241,-20.99486,-21.0134,-21.03409,-21.0604,-21.08802,-21.11223,-21.12565,-21.15705,-21.1728,-21.19216,-21.22219,-21.21809,-21.2455,-21.26278,-21.28201,-21.2862,-21.30559,-21.31826,-21.34401,-21.36295,-21.37238,-21.38601,-21.41312,-21.42564,-21.44189,-21.45329,-21.47747
198,Voltage (V)_f_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),f,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
199,Current Density(mA/cm2)_f_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),f,Forward,Light,30.00295,30.00294,30.00294,30.0029,30.00297,30.00297,28.45064,24.42417,20.67283,17.24416,14.01259,10.95997,8.040081,5.850526,3.422508,1.1326,-1.100074,-1.878314,-3.439724,-4.871826,-6.313569,-7.114775,-8.149975,-9.161694,-10.18867,-11.22383,-12.2692,-13.30818,-14.32506,-15.2975,-16.26382,-17.14001,-17.91871,-18.55986,-19.09681,-19.49464,-19.81308,-20.02925,-20.223,-20.36006,-20.45601,-20.52106,-20.59139,-20.65509,-20.71627,-20.74708,-20.79746,-20.85467,-20.88336,-20.91174,-20.95456,-20.97849,-20.99586,-21.01842,-21.05424,-21.08342,-21.11574,-21.13079,-21.15688,-21.17986,-21.20102,-21.20635,-21.23186,-21.24705,-21.27081,-21.28959,-21.29857,-21.32631,-21.35465,-21.37199,-21.37914,-21.40558,-21.42251,-21.43902,-21.45049,-21.47748
200,Voltage (V)_e_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-11.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),e,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
201,Current Density(mA/cm2)_e_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-11.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),e,Reverse,Light,30.00297,30.00295,30.00294,30.00295,30.00294,30.00291,30.00292,29.71128,22.62394,15.91405,9.665719,3.936209,-1.256098,-5.796109,-9.593169,-12.60866,-14.85029,-16.40304,-17.38794,-17.99061,-18.34543,-18.57597,-18.7241,-18.82225,-18.89238,-18.93281,-18.99153,-19.03911,-19.07389,-19.10809,-19.14233,-19.1653,-19.19021,-19.21483,-19.2442,-19.26417,-19.28144,-19.31524,-19.33901,-19.35318,-19.38171,-19.40323,-19.40961,-19.42997,-19.45342,-19.47336,-19.47839,-19.48903,-19.50975,-19.52009,-19.53818,-19.55273,-19.57271,-19.58084,-19.6027,-19.61674,-19.63069,-19.64982,-19.66464,-19.67484,-19.6903,-19.70926,-19.73483,-19.75022,-19.75921,-19.77895,-19.79652,-19.81511,-19.8346,-19.86159,-19.87597,-19.89649,-19.9137,-19.93424,-19.94707,-19.97758
202,Voltage (V)_e_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-11.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),e,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2
203,Current Density(mA/cm2)_e_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-11.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),e,Forward,Light,30.00295,30.00294,30.00297,30.00294,30.00297,30.00293,30.00294,30.00295,22.98801,16.30359,10.07552,4.394454,-0.7476281,-5.278418,-8.977737,-11.99047,-14.28106,-15.88136,-16.95324,-17.62234,-18.02743,-18.31364,-18.51216,-18.63646,-18.7489,-18.83137,-18.90646,-18.96354,-19.01071,-19.05499,-19.08938,-19.11711,-19.15531,-19.17894,-19.20986,-19.22713,-19.25127,-19.26871,-19.2964,-19.31209,-19.33629,-19.37328,-19.38336,-19.40381,-19.41339,-19.42784,-19.45338,-19.46593,-19.48128,-19.49951,-19.51404,-19.53119,-19.54744,-19.56355,-19.57617,-19.59664,-19.61932,-19.63404,-19.65119,-19.66249,-19.67629,-19.69304,-19.71698,-19.73603,-19.74706,-19.76949,-19.78736,-19.80742,-19.8251,-19.84807,-19.87104,-19.89021,-19.90779,-19.93923,-19.96361,-19.98021
